dataset_name,table_name,column_name,data_type,ordinal_position
mimiciv_derived,first_day_weight,weight_min,FLOAT64,5
mimiciv_derived,first_day_weight,weight_max,FLOAT64,6
mimiciv_derived,gcs,subject_id,INT64,1
mimiciv_derived,gcs,stay_id,INT64,2
mimiciv_derived,gcs,charttime,DATETIME,3
mimiciv_derived,gcs,gcs,FLOAT64,4
mimiciv_derived,gcs,gcs_motor,FLOAT64,5
mimiciv_derived,gcs,gcs_verbal,FLOAT64,6
mimiciv_derived,gcs,gcs_eyes,FLOAT64,7
mimiciv_derived,gcs,gcs_unable,INT64,8
mimiciv_derived,height,subject_id,INT64,1
mimiciv_derived,height,stay_id,INT64,2
mimiciv_derived,height,charttime,DATETIME,3
mimiciv_derived,height,height,NUMERIC,4
mimiciv_derived,icp,subject_id,INT64,1
mimiciv_derived,icp,stay_id,INT64,2
mimiciv_derived,icp,charttime,DATETIME,3
mimiciv_derived,icp,icp,FLOAT64,4
mimiciv_derived,icustay_detail,subject_id,INT64,1
mimiciv_derived,icustay_detail,hadm_id,INT64,2
mimiciv_derived,icustay_detail,stay_id,INT64,3
mimiciv_derived,icustay_detail,gender,STRING,4
mimiciv_derived,icustay_detail,dod,DATE,5
mimiciv_derived,icustay_detail,admittime,DATETIME,6
mimiciv_derived,icustay_detail,dischtime,DATETIME,7
mimiciv_derived,icustay_detail,los_hospital,INT64,8
mimiciv_derived,icustay_detail,admission_age,INT64,9
mimiciv_derived,icustay_detail,race,STRING,10
mimiciv_derived,icustay_detail,hospital_expire_flag,INT64,11
mimiciv_derived,icustay_detail,hospstay_seq,INT64,12
mimiciv_derived,icustay_detail,first_hosp_stay,BOOL,13
mimiciv_derived,icustay_detail,icu_intime,DATETIME,14
mimiciv_derived,icustay_detail,icu_outtime,DATETIME,15
mimiciv_derived,icustay_detail,los_icu,NUMERIC,16
mimiciv_derived,icustay_detail,icustay_seq,INT64,17
mimiciv_derived,icustay_detail,first_icu_stay,BOOL,18
mimiciv_derived,icustay_hourly,stay_id,INT64,1
mimiciv_derived,icustay_hourly,hr,INT64,2
mimiciv_derived,icustay_hourly,endtime,DATETIME,3
mimiciv_derived,icustay_times,subject_id,INT64,1
mimiciv_derived,icustay_times,hadm_id,INT64,2
mimiciv_derived,icustay_times,stay_id,INT64,3
mimiciv_derived,icustay_times,intime_hr,DATETIME,4
mimiciv_derived,icustay_times,outtime_hr,DATETIME,5
mimiciv_derived,inflammation,subject_id,INT64,1
mimiciv_derived,inflammation,hadm_id,INT64,2
mimiciv_derived,inflammation,charttime,DATETIME,3
mimiciv_derived,inflammation,specimen_id,INT64,4
mimiciv_derived,inflammation,crp,FLOAT64,5
mimiciv_derived,invasive_line,stay_id,INT64,1
mimiciv_derived,invasive_line,line_type,STRING,2
mimiciv_derived,invasive_line,line_site,STRING,3
mimiciv_derived,invasive_line,starttime,DATETIME,4
mimiciv_derived,invasive_line,endtime,DATETIME,5
mimiciv_derived,kdigo_creatinine,hadm_id,INT64,1
mimiciv_derived,kdigo_creatinine,stay_id,INT64,2
mimiciv_derived,kdigo_creatinine,charttime,DATETIME,3
mimiciv_derived,kdigo_creatinine,creat,FLOAT64,4
mimiciv_derived,kdigo_creatinine,creat_low_past_48hr,FLOAT64,5
mimiciv_derived,kdigo_creatinine,creat_low_past_7day,FLOAT64,6
mimiciv_derived,kdigo_stages,subject_id,INT64,1
mimiciv_derived,kdigo_stages,hadm_id,INT64,2
mimiciv_derived,kdigo_stages,stay_id,INT64,3
mimiciv_derived,kdigo_stages,charttime,DATETIME,4
mimiciv_derived,kdigo_stages,creat_low_past_7day,FLOAT64,5
mimiciv_derived,kdigo_stages,creat_low_past_48hr,FLOAT64,6
mimiciv_derived,kdigo_stages,creat,FLOAT64,7
mimiciv_derived,kdigo_stages,aki_stage_creat,INT64,8
mimiciv_derived,kdigo_stages,uo_rt_6hr,NUMERIC,9
mimiciv_derived,kdigo_stages,uo_rt_12hr,NUMERIC,10
mimiciv_derived,kdigo_stages,uo_rt_24hr,NUMERIC,11
mimiciv_derived,kdigo_stages,aki_stage_uo,INT64,12
mimiciv_derived,kdigo_stages,aki_stage_crrt,INT64,13
mimiciv_derived,kdigo_stages,aki_stage,INT64,14
mimiciv_derived,kdigo_stages,aki_stage_smoothed,INT64,15
mimiciv_derived,kdigo_uo,stay_id,INT64,1
mimiciv_derived,kdigo_uo,charttime,DATETIME,2
mimiciv_derived,kdigo_uo,weight,FLOAT64,3
mimiciv_derived,kdigo_uo,urineoutput_6hr,FLOAT64,4
mimiciv_derived,kdigo_uo,urineoutput_12hr,FLOAT64,5
mimiciv_derived,kdigo_uo,urineoutput_24hr,FLOAT64,6
mimiciv_derived,kdigo_uo,uo_rt_6hr,NUMERIC,7
mimiciv_derived,kdigo_uo,uo_rt_12hr,NUMERIC,8
mimiciv_derived,kdigo_uo,uo_rt_24hr,NUMERIC,9
mimiciv_derived,kdigo_uo,uo_tm_6hr,FLOAT64,10
mimiciv_derived,kdigo_uo,uo_tm_12hr,FLOAT64,11
mimiciv_derived,kdigo_uo,uo_tm_24hr,FLOAT64,12
mimiciv_derived,lods,subject_id,INT64,1
mimiciv_derived,lods,hadm_id,INT64,2
mimiciv_derived,lods,stay_id,INT64,3
mimiciv_derived,lods,lods,INT64,4
mimiciv_derived,lods,neurologic,INT64,5
mimiciv_derived,lods,cardiovascular,INT64,6
mimiciv_derived,lods,renal,INT64,7
mimiciv_derived,lods,pulmonary,INT64,8
mimiciv_derived,lods,hematologic,INT64,9
mimiciv_derived,lods,hepatic,INT64,10
mimiciv_derived,meld,subject_id,INT64,1
mimiciv_derived,meld,hadm_id,INT64,2
mimiciv_derived,meld,stay_id,INT64,3
mimiciv_derived,meld,meld_initial,NUMERIC,4
mimiciv_derived,meld,meld,FLOAT64,5
mimiciv_derived,meld,rrt,INT64,6
mimiciv_derived,meld,creatinine_max,FLOAT64,7
mimiciv_derived,meld,bilirubin_total_max,FLOAT64,8
mimiciv_derived,meld,inr_max,FLOAT64,9
mimiciv_derived,meld,sodium_min,FLOAT64,10
mimiciv_derived,milrinone,stay_id,INT64,1
mimiciv_derived,milrinone,linkorderid,INT64,2
mimiciv_derived,milrinone,vaso_rate,FLOAT64,3
mimiciv_derived,milrinone,vaso_amount,FLOAT64,4
mimiciv_derived,milrinone,starttime,DATETIME,5
mimiciv_derived,milrinone,endtime,DATETIME,6
mimiciv_derived,neuroblock,stay_id,INT64,1
mimiciv_derived,neuroblock,orderid,INT64,2
mimiciv_derived,neuroblock,drug_rate,FLOAT64,3
mimiciv_derived,neuroblock,drug_amount,FLOAT64,4
mimiciv_derived,neuroblock,starttime,DATETIME,5
mimiciv_derived,neuroblock,endtime,DATETIME,6
mimiciv_derived,norepinephrine,stay_id,INT64,1
mimiciv_derived,norepinephrine,linkorderid,INT64,2
mimiciv_derived,norepinephrine,vaso_rate,FLOAT64,3
mimiciv_derived,norepinephrine,vaso_amount,FLOAT64,4
mimiciv_derived,norepinephrine,starttime,DATETIME,5
mimiciv_derived,norepinephrine,endtime,DATETIME,6
mimiciv_derived,norepinephrine_equivalent_dose,stay_id,INT64,1
mimiciv_derived,norepinephrine_equivalent_dose,starttime,DATETIME,2
mimiciv_derived,norepinephrine_equivalent_dose,endtime,DATETIME,3
mimiciv_derived,norepinephrine_equivalent_dose,norepinephrine_equivalent_dose,NUMERIC,4
mimiciv_derived,nsaid,subject_id,INT64,1
mimiciv_derived,nsaid,hadm_id,INT64,2
mimiciv_derived,nsaid,nsaid,STRING,3
mimiciv_derived,nsaid,starttime,DATETIME,4
mimiciv_derived,nsaid,stoptime,DATETIME,5
mimiciv_derived,oasis,subject_id,INT64,1
mimiciv_derived,oasis,hadm_id,INT64,2
mimiciv_derived,oasis,stay_id,INT64,3
mimiciv_derived,oasis,oasis,INT64,4
mimiciv_derived,oasis,oasis_prob,FLOAT64,5
mimiciv_derived,oasis,age,INT64,6
mimiciv_derived,oasis,age_score,INT64,7
mimiciv_derived,oasis,preiculos,INT64,8
mimiciv_derived,oasis,preiculos_score,INT64,9
mimiciv_derived,oasis,gcs,FLOAT64,10
mimiciv_derived,oasis,gcs_score,INT64,11
mimiciv_derived,oasis,heartrate,FLOAT64,12
mimiciv_derived,oasis,heart_rate_score,INT64,13
mimiciv_derived,oasis,meanbp,FLOAT64,14
mimiciv_derived,oasis,mbp_score,INT64,15
mimiciv_derived,oasis,resprate,FLOAT64,16
mimiciv_derived,oasis,resp_rate_score,INT64,17
mimiciv_derived,oasis,temp,NUMERIC,18
mimiciv_derived,oasis,temp_score,INT64,19
mimiciv_derived,oasis,urineoutput,FLOAT64,20
mimiciv_derived,oasis,urineoutput_score,INT64,21
mimiciv_derived,oasis,mechvent,INT64,22
mimiciv_derived,oasis,mechvent_score,INT64,23
mimiciv_derived,oasis,electivesurgery,INT64,24
mimiciv_derived,oasis,electivesurgery_score,INT64,25
mimiciv_derived,oxygen_delivery,subject_id,INT64,1
mimiciv_derived,oxygen_delivery,stay_id,INT64,2
mimiciv_derived,oxygen_delivery,charttime,DATETIME,3
mimiciv_derived,oxygen_delivery,o2_flow,FLOAT64,4
mimiciv_derived,oxygen_delivery,o2_flow_additional,FLOAT64,5
mimiciv_derived,oxygen_delivery,o2_delivery_device_1,STRING,6
mimiciv_derived,oxygen_delivery,o2_delivery_device_2,STRING,7
mimiciv_derived,oxygen_delivery,o2_delivery_device_3,STRING,8
mimiciv_derived,oxygen_delivery,o2_delivery_device_4,STRING,9
mimiciv_derived,phenylephrine,stay_id,INT64,1
mimiciv_derived,phenylephrine,linkorderid,INT64,2
mimiciv_derived,phenylephrine,vaso_rate,FLOAT64,3
mimiciv_derived,phenylephrine,vaso_amount,FLOAT64,4
mimiciv_derived,phenylephrine,starttime,DATETIME,5
mimiciv_derived,phenylephrine,endtime,DATETIME,6
mimiciv_derived,rhythm,subject_id,INT64,1
mimiciv_derived,rhythm,charttime,DATETIME,2
mimiciv_derived,rhythm,heart_rhythm,STRING,3
mimiciv_derived,rhythm,ectopy_type,STRING,4
mimiciv_derived,rhythm,ectopy_frequency,STRING,5
mimiciv_derived,rhythm,ectopy_type_secondary,STRING,6
mimiciv_derived,rhythm,ectopy_frequency_secondary,STRING,7
mimiciv_derived,rrt,stay_id,INT64,1
mimiciv_derived,rrt,charttime,DATETIME,2
mimiciv_derived,rrt,dialysis_present,INT64,3
mimiciv_derived,rrt,dialysis_active,INT64,4
mimiciv_derived,rrt,dialysis_type,STRING,5
mimiciv_derived,sapsii,subject_id,INT64,1
mimiciv_derived,sapsii,hadm_id,INT64,2
mimiciv_derived,sapsii,stay_id,INT64,3
mimiciv_derived,sapsii,starttime,DATETIME,4
mimiciv_derived,sapsii,endtime,DATETIME,5
mimiciv_derived,sapsii,sapsii,INT64,6
mimiciv_derived,sapsii,sapsii_prob,FLOAT64,7
mimiciv_derived,sapsii,age_score,INT64,8
mimiciv_derived,sapsii,hr_score,INT64,9
mimiciv_derived,sapsii,sysbp_score,INT64,10
mimiciv_derived,sapsii,temp_score,INT64,11
mimiciv_derived,sapsii,PaO2FiO2_score,INT64,12
mimiciv_derived,sapsii,uo_score,INT64,13
mimiciv_derived,sapsii,bun_score,INT64,14
mimiciv_derived,sapsii,wbc_score,INT64,15
mimiciv_derived,sapsii,potassium_score,INT64,16
mimiciv_derived,sapsii,sodium_score,INT64,17
mimiciv_derived,sapsii,bicarbonate_score,INT64,18
mimiciv_derived,sapsii,bilirubin_score,INT64,19
mimiciv_derived,sapsii,gcs_score,INT64,20
mimiciv_derived,sapsii,comorbidity_score,INT64,21
mimiciv_derived,sapsii,admissiontype_score,INT64,22
mimiciv_derived,sepsis3,subject_id,INT64,1
mimiciv_derived,sepsis3,stay_id,INT64,2
mimiciv_derived,sepsis3,antibiotic_time,DATETIME,3
mimiciv_derived,sepsis3,culture_time,DATETIME,4
mimiciv_derived,sepsis3,suspected_infection_time,DATETIME,5
mimiciv_derived,sepsis3,sofa_time,DATETIME,6
mimiciv_derived,sepsis3,sofa_score,INT64,7
mimiciv_derived,sepsis3,respiration,INT64,8
mimiciv_derived,sepsis3,coagulation,INT64,9
mimiciv_derived,sepsis3,liver,INT64,10
mimiciv_derived,sepsis3,cardiovascular,INT64,11
mimiciv_derived,sepsis3,cns,INT64,12
mimiciv_derived,sepsis3,renal,INT64,13
mimiciv_derived,sepsis3,sepsis3,BOOL,14
mimiciv_derived,sirs,subject_id,INT64,1
mimiciv_derived,sirs,hadm_id,INT64,2
mimiciv_derived,sirs,stay_id,INT64,3
mimiciv_derived,sirs,sirs,INT64,4
mimiciv_derived,sirs,temp_score,INT64,5
mimiciv_derived,sirs,heart_rate_score,INT64,6
mimiciv_derived,sirs,resp_score,INT64,7
mimiciv_derived,sirs,wbc_score,INT64,8
mimiciv_derived,sofa,stay_id,INT64,1
mimiciv_derived,sofa,hr,INT64,2
mimiciv_derived,sofa,starttime,DATETIME,3
mimiciv_derived,sofa,endtime,DATETIME,4
mimiciv_derived,sofa,pao2fio2ratio_novent,FLOAT64,5
mimiciv_derived,sofa,pao2fio2ratio_vent,FLOAT64,6
mimiciv_derived,sofa,rate_epinephrine,FLOAT64,7
mimiciv_derived,sofa,rate_norepinephrine,FLOAT64,8
mimiciv_derived,sofa,rate_dopamine,FLOAT64,9
mimiciv_derived,sofa,rate_dobutamine,FLOAT64,10
mimiciv_derived,sofa,meanbp_min,FLOAT64,11
mimiciv_derived,sofa,gcs_min,FLOAT64,12
mimiciv_derived,sofa,uo_24hr,FLOAT64,13
mimiciv_derived,sofa,bilirubin_max,FLOAT64,14
mimiciv_derived,sofa,creatinine_max,FLOAT64,15
mimiciv_derived,sofa,platelet_min,FLOAT64,16
mimiciv_derived,sofa,respiration,INT64,17
mimiciv_derived,sofa,coagulation,INT64,18
mimiciv_derived,sofa,liver,INT64,19
mimiciv_derived,sofa,cardiovascular,INT64,20
mimiciv_derived,sofa,cns,INT64,21
mimiciv_derived,sofa,renal,INT64,22
mimiciv_derived,sofa,respiration_24hours,INT64,23
mimiciv_derived,sofa,coagulation_24hours,INT64,24
mimiciv_derived,sofa,liver_24hours,INT64,25
mimiciv_derived,sofa,cardiovascular_24hours,INT64,26
mimiciv_derived,sofa,cns_24hours,INT64,27
mimiciv_derived,sofa,renal_24hours,INT64,28
mimiciv_derived,sofa,sofa_24hours,INT64,29
mimiciv_derived,suspicion_of_infection,subject_id,INT64,1
mimiciv_derived,suspicion_of_infection,stay_id,INT64,2
mimiciv_derived,suspicion_of_infection,hadm_id,INT64,3
mimiciv_derived,suspicion_of_infection,ab_id,INT64,4
mimiciv_derived,suspicion_of_infection,antibiotic,STRING,5
mimiciv_derived,suspicion_of_infection,antibiotic_time,DATETIME,6
mimiciv_derived,suspicion_of_infection,suspected_infection,INT64,7
mimiciv_derived,suspicion_of_infection,suspected_infection_time,DATETIME,8
mimiciv_derived,suspicion_of_infection,culture_time,DATETIME,9
mimiciv_derived,suspicion_of_infection,specimen,STRING,10
mimiciv_derived,suspicion_of_infection,positive_culture,INT64,11
mimiciv_derived,urine_output,stay_id,INT64,1
mimiciv_derived,urine_output,charttime,DATETIME,2
mimiciv_derived,urine_output,urineoutput,FLOAT64,3
mimiciv_derived,urine_output_rate,stay_id,INT64,1
mimiciv_derived,urine_output_rate,charttime,DATETIME,2
mimiciv_derived,urine_output_rate,weight,FLOAT64,3
mimiciv_derived,urine_output_rate,uo,FLOAT64,4
mimiciv_derived,urine_output_rate,urineoutput_6hr,FLOAT64,5
mimiciv_derived,urine_output_rate,urineoutput_12hr,FLOAT64,6
mimiciv_derived,urine_output_rate,urineoutput_24hr,FLOAT64,7
mimiciv_derived,urine_output_rate,uo_mlkghr_6hr,NUMERIC,8
mimiciv_derived,urine_output_rate,uo_mlkghr_12hr,NUMERIC,9
mimiciv_derived,urine_output_rate,uo_mlkghr_24hr,NUMERIC,10
mimiciv_derived,urine_output_rate,uo_tm_6hr,NUMERIC,11
mimiciv_derived,urine_output_rate,uo_tm_12hr,NUMERIC,12
mimiciv_derived,urine_output_rate,uo_tm_24hr,NUMERIC,13
mimiciv_derived,vasoactive_agent,stay_id,INT64,1
mimiciv_derived,vasoactive_agent,starttime,DATETIME,2
mimiciv_derived,vasoactive_agent,endtime,DATETIME,3
mimiciv_derived,vasoactive_agent,dopamine,FLOAT64,4
mimiciv_derived,vasoactive_agent,epinephrine,FLOAT64,5
mimiciv_derived,vasoactive_agent,norepinephrine,FLOAT64,6
mimiciv_derived,vasoactive_agent,phenylephrine,FLOAT64,7
mimiciv_derived,vasoactive_agent,vasopressin,FLOAT64,8
mimiciv_derived,vasoactive_agent,dobutamine,FLOAT64,9
mimiciv_derived,vasoactive_agent,milrinone,FLOAT64,10
mimiciv_derived,vasopressin,stay_id,INT64,1
mimiciv_derived,vasopressin,linkorderid,INT64,2
mimiciv_derived,vasopressin,vaso_rate,FLOAT64,3
mimiciv_derived,vasopressin,vaso_amount,FLOAT64,4
mimiciv_derived,vasopressin,starttime,DATETIME,5
mimiciv_derived,vasopressin,endtime,DATETIME,6
mimiciv_derived,ventilation,stay_id,INT64,1
mimiciv_derived,ventilation,starttime,DATETIME,2
mimiciv_derived,ventilation,endtime,DATETIME,3
mimiciv_derived,ventilation,ventilation_status,STRING,4
mimiciv_derived,ventilator_setting,subject_id,INT64,1
mimiciv_derived,ventilator_setting,stay_id,INT64,2
mimiciv_derived,ventilator_setting,charttime,DATETIME,3
mimiciv_derived,ventilator_setting,respiratory_rate_set,FLOAT64,4
mimiciv_derived,ventilator_setting,respiratory_rate_total,FLOAT64,5
mimiciv_derived,ventilator_setting,respiratory_rate_spontaneous,FLOAT64,6
mimiciv_derived,ventilator_setting,minute_volume,FLOAT64,7
mimiciv_derived,ventilator_setting,tidal_volume_set,FLOAT64,8
mimiciv_derived,ventilator_setting,tidal_volume_observed,FLOAT64,9
mimiciv_derived,ventilator_setting,tidal_volume_spontaneous,FLOAT64,10
mimiciv_derived,ventilator_setting,plateau_pressure,FLOAT64,11
mimiciv_derived,ventilator_setting,peep,FLOAT64,12
mimiciv_derived,ventilator_setting,fio2,FLOAT64,13
mimiciv_derived,ventilator_setting,flow_rate,FLOAT64,14
mimiciv_derived,ventilator_setting,ventilator_mode,STRING,15
mimiciv_derived,ventilator_setting,ventilator_mode_hamilton,STRING,16
mimiciv_derived,ventilator_setting,ventilator_type,STRING,17
mimiciv_derived,vitalsign,subject_id,INT64,1
mimiciv_derived,vitalsign,stay_id,INT64,2
mimiciv_derived,vitalsign,charttime,DATETIME,3
mimiciv_derived,vitalsign,heart_rate,FLOAT64,4
mimiciv_derived,vitalsign,sbp,FLOAT64,5
mimiciv_derived,vitalsign,dbp,FLOAT64,6
mimiciv_derived,vitalsign,mbp,FLOAT64,7
mimiciv_derived,vitalsign,sbp_ni,FLOAT64,8
mimiciv_derived,vitalsign,dbp_ni,FLOAT64,9
mimiciv_derived,vitalsign,mbp_ni,FLOAT64,10
mimiciv_derived,vitalsign,resp_rate,FLOAT64,11
mimiciv_derived,vitalsign,temperature,NUMERIC,12
mimiciv_derived,vitalsign,temperature_site,STRING,13
mimiciv_derived,vitalsign,spo2,FLOAT64,14
mimiciv_derived,vitalsign,glucose,FLOAT64,15
mimiciv_derived,weight_durations,stay_id,INT64,1
mimiciv_derived,weight_durations,starttime,DATETIME,2
mimiciv_derived,weight_durations,endtime,DATETIME,3
mimiciv_derived,weight_durations,weight,FLOAT64,4
mimiciv_derived,weight_durations,weight_type,STRING,5
